Gene Symbol	Gene ID	
SLC30A9	10463	
LOC105372520	-	
CFL2	1073	
COL9A2	1298	
RAX2	84839	
PLD3	23646	
PSPC1	55269	
GLRX2	51022	
GTF2A1L	11036	
NFATC3	4775	
RBM8A	9939	
RPL18A	6142	
ANKHD1-EIF4EBP3	404734	
TMEM164	84187	
ERCC6L2	375748	
HAVCR1P1	100101266	
MCAT	27349	
EPN2	22905	
SNAPC2	6618	
UFD1L	-	
ST7L	54879	
TGIF1	7050	
MBP	4155	
NFYA	4800	
EEF1G	1937	
DNAH1	25981	
PGM5	5239	
NUDT17	200035	
TNFSF4	7292	
LOC105379298	-	
NTN5	126147	
INSL4	3641	
PKP3	11187	
SNRPN	6638	
APBA3	9546	
HHATL	57467	
YTHDF3-AS1	-	
PDGFA	5154	
DSP	1832	
IGFBP2	3485	
PEX19	5824	
CYLD	1540	
CAMSAP1	157922	
FREM2	341640	
CALCA	796	
FAM19A4	151647	
CASP4	837	
ALDH9A1	223	
RAB4B	53916	
F7	2155	
N4BP2L1	90634	
SYT1	6857	
TBC1D23	55773	
SLC25A43	203427	
MOXD1	26002	
TNFSF8	944	
RBM14	10432	
TRIM10	10107	
LYPD5	284348	
ATXN10	25814	
RABEP1	9135	
RYK	6259	
ZNF286A	57335	
TTLL2	83887	
BCAN	63827	
SIRT7	51547	
KREMEN1	83999	
FANCD2	2177	
RAB38	23682	
LYZL6	57151	
PCDHB9	56127	
ZDHHC11	79844	
BANF2	140836	
CCNG2	901	
ARHGAP42	143872	
UFD1L	-	
SRSF5	6430	
MYL7	58498	
MCMBP	79892	
MAPT	4137	
PLA2G2F	64600	
ECE2	9718	
SOX2	6657	
INSRR	3645	
RAB18	22931	
SLX1B	79008	
ENKUR	219670	
CCL2	6347	
PTDSS2	81490	
NEUROD1	4760	
LOC101927363	-	
ADGRV1	84059	
GPR137B	7107	
TRIM66	9866	
TRPC5	7224	
GNB5	10681	
CRISPLD1	83690	
TGFB3	7043	
IGDCC3	9543	
DDX52	11056	
SLC28A1	9154	
ATOX1	475	
GREM1	26585	
TEX28	1527	
C18orf25	147339	
CCT6P1	643253	
PNMA6A	84968	
SIPA1L3	23094	
BMP8A	353500	
CFAP44	55779	
GNAO1	2775	
PHOX2B	8929	
FCF1	51077	
DCLK2	166614	
CRYGA	1418	
MLLT11	10962	
TBX1	6899	
SH3BP5	9467	
VASH1	22846	
PSME1	5720	
ZBTB24	9841	
NFATC1	4772	
NLRP8	126205	
LRRC2	79442	
JAM2	58494	
MYZAP	100820829	
CACNA1A	773	
CTDSP1	58190	
ALDH1B1	219	
MTHFD2	10797	
NLRP8	126205	
ALDH8A1	64577	
LOC105375847	-	
ALDH16A1	126133	
PLPPR5	163404	
TCERG1	10915	
MAU2	23383	
TTTY6	84672	
OPRK1	4986	
UBLCP1	134510	
C2orf50	130813	
LL22NC03-75H12.2	-	
DOHH	83475	
SDPR	-	
GIMAP6	474344	
HIPK1	204851	
TMEM245	23731	
UBE2V1	7335	
PWP2	5822	
GPHN	10243	
SPESP1	246777	
C1orf94	84970	
SLC26A6	65010	
STKLD1	169436	
SIRPD	128646	
TUBB4A	10382	
LDHC	3948	
LLGL2	3993	
UCHL3	7347	
IQCK	124152	
RRBP1	6238	
WDR82	80335	
SLC25A26	115286	
ST6GALNAC3	256435	
TAAR1	134864	
EVI2A	2123	
FGF6	2251	
CEP63	80254	
FLI1	2313	
TMEM246	-	
LEPR	3953	
RNASEL	6041	
HYAL1	3373	
TERF2IP	54386	
PRTG	283659	
KLF8	11279	
ITGB7	3695	
PRPF18	8559	
ELMOD3	84173	
IKZF2	22807	
LOC101928596	101928596	
UGP2	7360	
GNPTG	84572	
LINC01186	101927574	
SYNCRIP	10492	
SLC26A11	284129	
GGA3	23163	
MEI1	150365	
WBP11	51729	
ZNF624	57547	
GCC1	79571	
C9orf85	138241	
SCG2	7857	
CLPS	1208	
IL15	3600	
KRTCAP3	200634	
DHX29	54505	
RNMT	8731	
PSG7	5676	
ZNF570	148268	
TEX264	51368	
APOPT1	-	
SBDSP1	155370	
ASB15	142685	
AKAP17A	8227	
QTRT2	79691	
CCDC62	84660	
FDX1L	-	
MIEF2	125170	
WDFY3	23001	
TRAF5	7188	
NTN4	59277	
PCSK7	9159	
CACNA1F	778	
ZGPAT	84619	
MVB12B	89853	
MAPK8	5599	
SARAF	51669	
ALG14	199857	
TMEM191B	728229	
SPRR2F	6705	
DUS3L	56931	
HPDL	84842	
LRRC20	55222	
CDY1	9085	
SCN3A	6328	
ZNF704	619279	
SMG9	56006	
SP140L	93349	
XPNPEP3	63929	
PSG8	440533	
HCFC2	29915	
LOC101927248	-	
PABPC3	5042	
MEF2D	4209	
CACNG2	10369	
SOCS5	9655	
CGB7	94027	
ATXN3	4287	
NBPF15	284565	
STIM2	57620	
NOS3	4846	
ZNF497	162968	
PCDHGA9	56107	
ULK3	25989	
ME1	4199	
SETMAR	6419	
LRFN5	145581	
EPN1	29924	
NXPH2	11249	
SAPCD1	401251	
HSPA12B	116835	
LOC100128651	-	
MAGEA8	4107	
SLC36A3	285641	
PCDHGA3	56112	
SLC17A6	57084	
COL11A1	1301	
MACC1	346389	
SLC2A11	66035	
PLA2G3	50487	
MXRA7	439921	
GEMIN8	54960	
CASP1	834	
MFSD6L	162387	
KRTAP9-4	85280	
SSR2	6746	
SNORD35A	26816	
LARP4	113251	
GPR162	27239	
UBE2N	7334	
NR2E1	7101	
TRADD	8717	
CASQ2	845	
C1QTNF2	114898	
SYPL1	6856	
EYA3	2140	
GSX1	219409	
GUCY1B3	-	
UQCC1	55245	
CSHL1	1444	
PTGES3L-AARSD1	100885850	
GATAD2A	54815	
HSFY2	159119	
FUCA2	2519	
FKBP1A	2280	
CLRN2	645104	
SCP2	6342	
CEPT1	10390	
FUT8	2530	
FAM24B	196792	
AKTIP	64400	
SLC26A6	65010	
GRHL3	57822	
HOXD11	3237	
FBXO48	554251	
OR2A20P	401428	
UVRAG	7405	
MISP3	113230	
HIRIP3	8479	
SBF2	81846	
LOXL1	4016	
GRN	2896	
CSNK1A1	1452	
LOC100130817	-	
LRWD1	222229	
NDOR1	27158	
ADPRHL2	54936	
CCDC54	84692	
SLC22A5	6584	
AKAIN1	642597	
C9	735	
TDRD1	56165	
NKD1	85407	
SPATA5	166378	
AARD	441376	
CPNE7	27132	
DSCAM	1826	
G3BP2	9908	
CBX3	11335	
RGPD5	84220	
RANGAP1	5905	
PLPP5	84513	
TOM1	10043	
PPP1CB	5500	
ADORA1	134	
STATH	6779	
CFH	3075	
GRIN1	2902	
RAB28	9364	
ZNF165	7718	
CCDC182	101927581	
PGAP2	27315	
CACHD1	57685	
IFT80	57560	
MYOF	26509	
ATG9A	79065	
BRAP	8315	
USHBP1	83878	
FAM111A	63901	
DEK	7913	
NXNL2	158046	
HOXA13	3209	
RBM18	92400	
NTSR1	4923	
NDFIP2	54602	
GFM1	85476	
GIGYF1	64599	
C11orf70	85016	
MELTF	4241	
LAGE3	8270	
CYP4X1	260293	
KANK2	25959	
MAP1LC3C	440738	
SMS	6611	
PRKDC	5591	
FIS1	51024	
EGFL6	25975	
NTF4	4909	
TESK2	10420	
GCG	2641	
TSPY26P	128854	
DBF4B	80174	
ANGPTL1	9068	
PALM	5064	
THOC6	79228	
CHRM5	1133	
RBMY2FP	159162	
MCPH1	79648	
NFE2L2	4780	
B3GNT7	93010	
SMG5	23381	
ADORA1	134	
ISCA1	81689	
FOXM1	2305	
LOC100996345	-	
FAM109A	144717	
SPTBN1	6711	
HIST1H1D	-	
LSM1	27257	
PRPF38A	84950	
CT45A5	441521	
HIST1H2BL	-	
GABPB2	126626	
PEG3	5178	
TTBK2	146057	
HFE2	148738	
L3MBTL3	84456	
IL37	27178	
LSM8	51691	
SHISA2	387914	
RNF213	57674	
GSTP1	2950	
PCDHGC3	5098	
OSBPL9	114883	
FHL5	9457	
TYRP1	7306	
CCT7	10574	
THBD	7056	
FXYD3	5349	
BIN1	274	
MIER1	57708	
GNGT2	2793	
MBOAT1	154141	
EPC1	80314	
PTP4A3	11156	
S100A4	6275	
DNAAF5	54919	
CCDC47	57003	
DGKZ	8525	
ATG3	64422	
MOB3A	126308	
RBPMS	11030	
POLR2F	5435	
KIAA0922	23240	
MCM8	84515	
DNAJC25	548645	
RSPH10B	222967	
ARHGEF39	84904	
LOC100506368	-	
PCSK1	5122	
LOC100128993	100128993	
RPL38	6169	
THAP6	152815	
OR2M3	127062	
DNAH10	196385	
ZDHHC6	64429	
FGFR1	2260	
BTG3	10950	
ABT1	29777	
NOL9	79707	
SBK1	388228	
OVCH2	341277	
ENOSF1	55556	
IL17D	53342	
CDC42	998	
DTNB	1838	
FIGNL2	401720	
NLRC5	84166	
MBP	4155	
MRPL18	29074	
ZNF436	80818	
TTF1	7270	
GPR162	27239	
SULT1E1	6783	
WDR1	9948	
FERMT3	83706	
SBF2	81846	
EMC2	9694	
NRDC	4898	
RGR	5995	
CPNE1	8904	
SPATS2	65244	
ZNF28	7576	
RBMY1A1	5940	
STOM	2040	
TM4SF18	116441	
CTRL	1506	
TMEM39B	55116	
YARS2	51067	
TAF13	6884	
CAPRIN2	65981	
PROSER1	80209	
FCRLB	127943	
AES	-	
HDAC5	10014	
MARVELD3	91862	
TCEB3	-	
DCAF1	9730	
ZFYVE26	23503	
CPT1C	126129	
AOAH	313	
BBS9	27241	
TAF7	6879	
CLEC4G	339390	
TDRKH	11022	
SEH1L	81929	
CASP6	839	
CLPP	8192	
C17orf58	284018	
LOC388813	388813	
CENPE	1062	
LOC729950	-	
PSMB11	122706	
ITGB5	3693	
FBP1	2203	
OPHN1	4983	
HIST1H1T	3010	
CAPRIN1	4076	
SPATA13	221178	
HIF3A	64344	
EIF4E2	9470	
MEG3	55384	
PREP	5550	
ANAPC16	119504	
PSG7	5676	
LOC101928009	101928009	
EPRS	2058	
KCNA6	3742	
CELF2	10659	
DLGAP1	9229	
BCAS1	8537	
VCX2	51480	
PGLYRP2	114770	
MORN4	118812	
PRKCE	5581	
SERPINA6	866	
ILK	3611	
C19orf48	84798	
PPM1L	151742	
NDUFV1	4723	
WNT16	51384	
MYO1C	4641	
ATP11AUN	400165	
TIMM23	100287932	
ZNF576	79177	
RPL41	6171	
OR4Q3	441669	
POLR2J4	84820	
ALDH6A1	4329	
KCNS3	3790	
MATK	4145	
WHAMMP2	440253	
DNAJC30	84277	
C1S	716	
NDUFB4	4710	
CSK	1445	
ANGPTL2	23452	
RASSF4	83937	
DDB1	1642	
C21orf33	-	
PSME1	5720	
GPR61	83873	
PPP2R5E	5529	
ITGAE	3682	
RPL23AP7	118433	
POLR2H	5437	
PTPRJ	5795	
RPS6KB2	6199	
NPTN	27020	
PCDH12	51294	
NCAN	1463	
MFAP1	4236	
ACOT7	11332	
ZNF121	7675	
LILRA5	353514	
IL22	50616	
CASP1	834	
CGRRF1	10668	
FAM209A	200232	
BICD2	23299	
NDUFB3	4709	
SLAMF1	6504	
DHX16	8449	
EPHA6	285220	
TMEM54	113452	
NFE2L3	9603	
FAM208B	-	
GPR84	53831	
RNF6	6049	
RIF1	55183	
BZW1	9689	
CLIC4	25932	
OPN1MW	2652	
TPTE2	93492	
TNS3	64759	
MRPL44	65080	
ARID1B	57492	
TMEM120B	144404	
CYMP	643160	
BIRC3	330	
ACYP1	97	
NR1I2	8856	
NEFH	4744	
FLT4	2324	
XKR7	343702	
TOP1	7150	
SMDT1	91689	
HMGN4	10473	
PTX4	390667	
BDH1	622	
PPP1R14B	26472	
KTN1	3895	
TAPBP	6892	
LLGL2	3993	
IGHMBP2	3508	
UBE2Z	65264	
GPAT4	137964	
ADRA1A	148	
USF3	205717	
LRRN3	54674	
TBL1XR1	79718	
NELFCD	51497	
KLHL10	317719	
ZCCHC7	84186	
XYLT1	64131	
UGT1A6	54578	
CEACAM1	634	
SOX6	55553	
PRDM16	63976	
C10orf91	-	
TIAM1	7074	
GPBP1	65056	
BCL2L11	10018	
LTBP3	4054	
CACNG3	10368	
SCFD1	23256	
TNK2	10188	
LBX2	85474	
ENTPD3	956	
BMF	90427	
ZNRD1	30834	
ZNF337	26152	
CDIPT	10423	
SPO11	23626	
CHKA	1119	
C11orf95	65998	
DNAAF3	352909	
TMEM196	256130	
LZTS1	11178	
MCF2L2	23101	
KCNS1	3787	
SNRPD1	6632	
COL4A6	1288	
RP1	6101	
CTNS	1497	
DDX52	11056	
ADGRA3	166647	
VNN3	55350	
CTDSPL2	51496	
DPP8	54878	
ZGPAT	84619	
TMPRSS15	5651	
RBFA	79863	
TTPAL	79183	
PLAC8	51316	
OR6Q1	219952	
GMCL1	64395	
FBXO24	26261	
LOC400997	-	
LYNX1	66004	
QDPR	5860	
LINC00652	29075	
TCN1	6947	
CPSF1	29894	
AMPD3	272	
UTS2	10911	
USP44	84101	
UBE2NL	389898	
PNPLA1	285848	
TAOK2	9344	
NIPSNAP3B	55335	
PITPNB	23760	
CNKSR1	10256	
CARMIL2	146206	
DHX37	57647	
HCFC1R1	54985	
CBX1	10951	
RFX2	5990	
OR4K5	79317	
GUCA2B	2981	
RTN1	6252	
MBD5	55777	
PPP1R12B	4660	
LMF1	64788	
PPFIA3	8541	
WBP11P1	441818	
DCTN3	11258	
LENG9	94059	
PCDH7	5099	
WDR55	54853	
FGF3	2248	
PDIA5	10954	
MYH6	4624	
WWOX	51741	
TMEM257	-	
SOGA1	140710	
DKK2	27123	
OR9G4	283189	
LYPD6	130574	
CSMD1	64478	
ALDH2	217	
IRX1	79192	
OTOGL	283310	
WNT6	7475	
SNX16	64089	
DFNB59	-	
DMD	1756	
MUSK	4593	
DPP6	1804	
NDUFV3	4731	
OR6V1	346517	
C21orf2	755	
AK2	204	
SEC23A	10484	
ANGPTL6	83854	
PHF7	51533	
ZDHHC19	131540	
DNMT1	1786	
ABTB1	80325	
PACRG	135138	
SOGA1	140710	
PKDREJ	10343	
POU4F1	5457	
FAM134C	-	
JMJD1C	221037	
MRPL45	84311	
PDE11A	50940	
ACTL8	81569	
ATP2B4	493	
LYRM9	201229	
SOCS5	9655	
PRPF40A	55660	
TMED1	11018	
ZWILCH	55055	
PCDH20	64881	
S100A10	6281	
GTPBP10	85865	
SKA3	221150	
MFAP3	4238	
LINC01598	-	
RAB42	115273	
PARP6	56965	
FBXO24	26261	
RPL22L1	200916	
CMTM7	112616	
TMEM189-UBE2V1	-	
ATG4B	23192	
NRIP3	56675	
COL18A1	80781	
NIPAL4	348938	
DACH2	117154	
GUK1	2987	
BAGE4	85317	
FUOM	282969	
VENTXP7	391518	
DAOA	267012	
KBTBD7	84078	
ERBB2	2064	
WIPF1	7456	
PAXIP1	22976	
COL5A3	50509	
OSBPL1A	114876	
TTC5	91875	
TBC1D3F	84218	
LDHAL6A	160287	
FCRL3	115352	
PRND	23627	
ANKRD17	26057	
CCT5	22948	
GTPBP8	29083	
ZNF16	7564	
SLC9A5	6553	
SLC10A7	84068	
BHLHE23	128408	
DUSP13	51207	
C19orf25	148223	
SPDYE1	285955	
EEF1B2	1933	
RPS10P7	376693	
ZDHHC7	55625	
TRAIP	10293	
CTNNBL1	56259	
USP32	84669	
P2RY1	5028	
KLHL38	340359	
PBX4	80714	
METTL9	51108	
GPBP1	65056	
NAPEPLD	222236	
GPSM1	26086	
MARCH8	220972	
C1QB	713	
OR3A3	8392	
LOC105369819	105369819	
PCDHGA2	56113	
CSN2	1447	
NCOR2	9612	
PLXNA4	91584	
ADPRHL1	113622	
CFAP161	161502	
DCLK1	9201	
LZTR1	8216	
GLIS3	169792	
PDF	64146	
SLCO2B1	11309	
ZNF146	7705	
ACACB	32	
DPP10	57628	
PTPN7	5778	
FGL2	10875	
BCL7B	9275	
RCN2	5955	
GNB1L	54584	
ETV4	2118	
TMEM108-AS1	101927455	
KEAP1	9817	
ACSL3	2181	
HAS3	3038	
LOC101927358	101927358	
SLC22A12	116085	
RMDN3	55177	
PLEKHO2	80301	
CAPN11	11131	
LLGL1	3996	
LY6H	4062	
GUSBP2	387036	
ZNF208	7757	
THEG	51298	
ZNF268	10795	
CHRDL1	91851	
RNF145	153830	
ARHGAP30	257106	
EPM2AIP1	9852	
SRSF8	10929	
GSPT1	2935	
UBTF	7343	
BEX2	84707	
HNRNPK	3190	
PEX2	5828	
TPP2	7174	
FYN	2534	
ZNF454	285676	
IDO2	169355	
FBXO39	162517	
TBP	6908	
MDN1	23195	
KDELR1	10945	
HLCS	3141	
MYBPC1	4604	
IKBKAP	8518	
CHST5	23563	
RAB40B	10966	
NDUFAF5	79133	
CHST9	83539	
MRPL32	64983	
PCMT1	5110	
DNAJB11	51726	
CCDC110	256309	
KRTAP20-2	337976	
GAGE4	2576	
NOP2	4839	
LPIN1	23175	
KERA	11081	
SP110	3431	
SGO2	151246	
TMEM64	169200	
UBE2Z	65264	
TNFSF11	8600	
SEPT2	-	
ZFY	7544	
ELMSAN1	-	
C2orf61	-	
ZNF587	84914	
ATP5G1	516	
GNRH2	2797	
BCAR3	8412	
SZRD1	26099	
ITGB3	3690	
SEC31B	25956	
HLA-DOB	3112	
LOC100130992	100130992	
REEP5	7905	
FMO5	2330	
ZDHHC18	84243	
FAM65C	-	
TNFSF18	8995	
MRPL47	57129	
ABLIM2	84448	
SLC11A1	6556	
MMRN2	79812	
KRTAP10-3	386682	
TRA2B	6434	
KRTAP5-4	387267	
RBMY1B	378948	
SHE	126669	
C8orf22	-	
REXO2	25996	
HTN3	3347	
C16orf92	146378	
SNAPC1	6617	
DISC1	27185	
SNTA1	6640	
SLC25A18	83733	
ZFAND6	54469	
LEMD3	23592	
MTIF3	219402	
AIPL1	23746	
LMBRD2	92255	
ZG16	653808	
GANAB	23193	
FBLN2	2199	
PTPRO	5800	
PQLC1	-	
CXCL9	4283	
SHPRH	257218	
GBP6	163351	
ADD3	120	
HS1BP3	64342	
WDR38	401551	
LOC101928047	101928047	
STARD3NL	83930	
UBAP2L	9898	
TUBAL3	79861	
POLR2I	5438	
MICALCL	84953	
ARHGEF10L	55160	
DSP	1832	
RET	5979	
SLC38A2	54407	
MED27	9442	
FECH	2235	
PPP1R2	5504	
OPN1SW	611	
SH3GLB2	56904	
ERO1A	30001	
XBP1	7494	
NAIP	4671	
EIF4G1	1981	
NPRL3	8131	
C22orf15	150248	
IFT52	51098	
DHX40	79665	
RALGDS	5900	
HIST1H4E	-	
TOX3	27324	
RTCA	8634	
ATF2	1386	
GPS1	2873	
BRIP1	83990	
MLC1	23209	
ERBIN	55914	
HAND2	9464	
LYPLAL1	127018	
CKMT1B	1159	
MOB3B	79817	
SULF1	23213	
POLR3F	10621	
METTL17	64745	
LOC105372489	-	
EXO1	9156	
FAHD2A	51011	
TMC5	79838	
MEIS2	4212	
CALCOCO1	57658	
FOLR1	2348	
REEP1	65055	
WAC	51322	
RNF14	9604	
AK2	204	
KBTBD3	143879	
BHLHB9	80823	
PTPN13	5783	
OGFOD3	79701	
TECTB	6975	
MRPS21	54460	
IL1RAP	3556	
FAM159A	-	
FHOD1	29109	
INIP	58493	
STAT2	6773	
TMC7	79905	
CYP20A1	57404	
PTPDC1	138639	
STX2	2054	
CD3E	916	
KLHL20	27252	
SLCO1A2	6579	
SLC2A5	6518	
DNAJC7	7266	
PERP	64065	
DUSP15	128853	
CCBE1	147372	
ADD3	120	
DNPH1	10591	
COCH	1690	
DAG1	1605	
PFKL	5211	
L1TD1	54596	
OR5I1	10798	
SLC17A2	10246	
SHOX	6473	
SDAD1	55153	
MDK	4192	
TIRAP	114609	
PPP1R10	5514	
RFX3	5991	
APOBEC3G	60489	
GTF2I	2969	
NACA	4666	
PCBP4	57060	
C1orf61	10485	
HDGFL1	154150	
VPS36	51028	
FGF7	2252	
CDKL2	8999	
C19orf24	-	
APOL2	23780	
BSN	8927	
LOC100507657	-	
VGLL1	51442	
GLP1R	2740	
SF3B6	51639	
VPS33A	65082	
TARP	445347	
HBM	3042	
ERGIC3	51614	
ZYX	7791	
ANXA7	310	
PDGFA	5154	
SLC6A10P	386757	
ACSM1	116285	
FFAR2	2867	
NUP153	9972	
GTPBP8	29083	
SEC23B	10483	
CD19	930	
OR7E24	26648	
LOC284080	-	
ANGPTL8	55908	
MUC1	4582	
KCNJ4	3761	
TBC1D25	4943	
ZNF223	7766	
PROP1	5626	
CD40	958	
LDHD	197257	
THRA	7067	
APITD1	-	
LAD1	3898	
ZNF2	7549	
SPIC	121599	
DGKD	8527	
FXYD2	486	
ATP2B4	493	
B3GALT1	8708	
ANKRD2	26287	
UCN2	90226	
ITGA6	3655	
OPN5	221391	
TMC6	11322	
FILIP1L	11259	
TMEM67	91147	
RFX4	5992	
SPIDR	23514	
NLRP4	147945	
CYTIP	9595	
GMPR2	51292	
UQCC1	55245	
COL28A1	340267	
CEP44	80817	
STYXL1	51657	
TMSB15B	286527	
CNIH1	10175	
ZNF266	10781	
HELQ	113510	
ARHGAP39	80728	
SMOX	54498	
CACNA2D1	781	
ABCC6	368	
TMEM33	55161	
LYPD5	284348	
NXF4	55999	
FAM210B	116151	
UBOX5	22888	
APLF	200558	
ADD2	119	
AGTRAP	57085	
AHCTF1	25909	
PARP1	142	
RELN	5649	
TGS1	96764	
BEND2	139105	
CMC1	152100	
PPP2R5A	5525	
C6orf25	80739	
TMEM136	-	
NSA2	10412	
VDAC2	7417	
GATC	283459	
OPRM1	4988	
ACSL6	23305	
INTS12	57117	
OBSCN	84033	
LINC00472	79940	
PMFBP1	83449	
SREBF1	6720	
CDX1	1044	
MAPK11	5600	
CHRM2	1129	
SPOCK1	6695	
ADH6	130	
LINGO1	84894	
LINC01213	101927992	
U2AF2	11338	
LINC00854	-	
IGSF9	57549	
FKBP9	11328	
PDE4B	5142	
SELPLG	6404	
PYDC1	260434	
RHOF	54509	
ACAD8	27034	
THUMPD1	55623	
ADCY4	196883	
SDCBP	6386	
SPCS2	9789	
MXI1	4601	
FES	2242	
SPTBN5	51332	
RAB41	347517	
VPS28	51160	
RPGRIP1L	23322	
EIF4E1B	253314	
BOLA3	388962	
FSD1	79187	
MAN1A2	10905	
GNL3	26354	
TOR2A	27433	
WBP11P1	441818	
CT55	54967	
CYB561A3	220002	
SAC3D1	29901	
FGGY	55277	
IL9	3578	
GSTT2	2953	
KCNQ5	56479	
USP29	57663	
RNF225	646862	
MYO5C	55930	
PHAX	51808	
B2M	567	
DLG3	1741	
MPZ	4359	
NSL1	25936	
STMN1	3925	
SCAMP3	10067	
ATP5F1	-	
STX1A	6804	
RBM4	5936	
SLC5A4	6527	
SOX5	6660	
FPR2	2358	
MGAT1	4245	
LOC101928955	-	
PRR5-ARHGAP8	553158	
SAP18	10284	
LOC101929457	101929457	
OSBPL3	26031	
ARHGAP45	23526	
ENTPD5	957	
ASTN2	23245	
PPM1D	8493	
LOC151174	-	
XAGE1E	-	
PCP2	126006	
TBX22	50945	
H19	283120	
SHOC2	8036	
PCDHGA7	56108	
NCOR1	9611	
CABP2	51475	
C19orf45	-	
TPD52L1	7164	
ENTPD8	377841	
PTAFR	5724	
TOR3A	64222	
GPR151	134391	
LGALS8	3964	
SEPN1	-	
EPM2A	7957	
AKT1	207	
HIPK2	28996	
FBXO5	26271	
KRIT1	889	
DTWD1	56986	
ARSG	22901	
RPL26L1	51121	
TRAT1	50852	
FAM131B	9715	
TSPAN11	441631	
DNAJC8	22826	
DOCK1	1793	
HIST1H3C	-	
ZIC2	7546	
ABLIM1	3983	
ANKRD42	338699	
OGFOD1	55239	
ATP2C1	27032	
RLF	6018	
NPFF	8620	
GHRL	51738	
RCC1L	81554	
LRRFIP2	9209	
ASCL1	429	
COMMD10	51397	
THOC1	9984	
TM2D3	80213	
CRY2	1408	
C9orf57	138240	
PDE5A	8654	
ARL11	115761	
SGCE	8910	
FAM156A	29057	
POLR2J4	84820	
INTS1	26173	
PCDHGC4	56098	
EIF3M	10480	
GULP1	51454	
LINC01538	400654	
CLYBL	171425	
CUTA	51596	
TPI1	7167	
LMOD1	25802	
NME2	4831	
LOC644285	644285	
SAMD8	142891	
LAT	27040	
MAD2L1BP	9587	
SYT17	51760	
RPP40	10799	
PIK3AP1	118788	
LGR6	59352	
LIMS1	3987	
STRADA	92335	
CCIN	881	
LOC100652930	-	
OAS3	4940	
ARSD	414	
CTAG2	30848	
NECTIN4	81607	
SLC25A10	1468	
GALNT1	2589	
KALRN	8997	
ANXA1	301	
SCRT2	85508	
DARS2	55157	
ARMC10	83787	
PSMD12	5718	
CTNNBIP1	56998	
KANK1	23189	
EYA4	2070	
ATP9A	10079	
ANAPC2	29882	
FRRS1	391059	
ASB8	140461	
LOC101929011	-	
NAP1L4	4676	
NTN3	4917	
TBX6	6911	
GLA	2717	
CISD2	493856	
TCEAL9	51186	
HNRNPH2	3188	
COMT	1312	
HIVEP3	59269	
BEX4	56271	
TCL1B	9623	
PHF10	55274	
EIF5	1983	
OR52N5	390075	
DGAT1	8694	
GPR141	353345	
MYCL	4610	
GDF1	2657	
HSD17B12	51144	
PSMB9	5698	
LINC01173	106144537	
LIN7C	55327	
PCDHAC1	56135	
HOXB5	3215	
PPP2R3A	5523	
PAX3	5077	
IL3	3562	
OR14C36	127066	
KDM2B	84678	
PCDHA6	56142	
FOLR1	2348	
EIF4A1	1973	
CLN8	2055	
GRB10	2887	
ZNF827	152485	
LINC01479	101927922	
MRFAP1	93621	
CELA2B	51032	
OTOF	9381	
RNF187	149603	
A2ML1	144568	
LOC101930049	-	
PLEKHO1	51177	
APOF	319	
POLR2J4	84820	
PGAM2	5224	
ITGA4	3676	
LINC00226	338004	
CAMSAP3	57662	
VNN2	8875	
ABCC11	85320	
PANK1	53354	
F2R	2149	
RBBP5	5929	
MMD	23531	
TCAF2	285966	
DIP2A	23181	
ARPC1B	10095	
FAM212B	-	
NOP56	10528	
RALGAPA2	57186	
SF3A2	8175	
FREM3	166752	
FERMT3	83706	
C11orf58	10944	
RALYL	138046	
DDRGK1	65992	
NCF1C	654817	
C4orf17	84103	
FMO2	2327	
STK4	6789	
IKBKAP	8518	
AMY1B	277	
NTMT1	28989	
LOC101927640	-	
PLD3	23646	
BTBD10	84280	
CREBRF	153222	
PSMD8	5714	
WDR12	55759	
CENPF	1063	
ARHGAP35	2909	
PABPC1	26986	
ZNF641	121274	
ZKSCAN8	7745	
CHL1	10752	
KIAA0226L	-	
HOXC5	3222	
CD5	921	
FGL1	2267	
E4F1	1877	
RSBN1	54665	
MKS1	54903	
UNCX	340260	
ZNF197	10168	
LOC101929123	-	
STXBP1	6812	
IL17C	27189	
SH3PXD2A	9644	
FNBP4	23360	
BICDL2	146439	
KRT76	51350	
KRTAP15-1	254950	
IMP4	92856	
MIR7515HG	102800314	
MYO1B	4430	
FFAR4	338557	
DCUN1D2	55208	
CBL	867	
LRRC2	79442	
TTTY2	60439	
TMEM267	64417	
IDH1	3417	
TUBG1	7283	
FRK	2444	
TXNL4B	54957	
FRMD6	122786	
SEPT10	-	
IFNA2	3440	
LOC285147	-	
ELP2	55250	
SPACA5B	729201	
CYP21A2	1589	
B3GNT2	10678	
IL17RC	84818	
AOC3	8639	
ZNF792	126375	
PIGS	94005	
PLEKHF2	79666	
SEMA4A	64218	
TMTC3	160418	
ABHD13	84945	
RABEP2	79874	
ZNF430	80264	
TSPAN1	10103	
CMKLR1	1240	
MRPL11	65003	
SAMD12	401474	
PLSCR1	5359	
MRPL36	64979	
TALDO1	6888	
AGO3	192669	
MLN	4295	
DNAH12	201625	
GREB1	9687	
OR1D2	4991	
CCDC134	79879	
SNUPN	10073	
HSD17B2	3294	
LRRTM3	347731	
BNC1	646	
PPP2R5D	5528	
ZNF781	163115	
VEZT	55591	
PDE1C	5137	
MSH5	4439	
NCOA4	8031	
KCTD15	79047	
LOC338694	338694	
HCAR2	338442	
FZD4	8322	
MBNL3	55796	
GJB3	2707	
