!Series_title	"Modeling germline mutations in pineoblastoma uncovers lysosome disruption-based therapy"
!Series_geo_accession	"GSE124537"
!Series_status	"Public on Jan 31 2019"
!Series_submission_date	"Jan 02 2019"
!Series_last_update_date	"Apr 19 2020"
!Series_pubmed_id	"32286280"
!Series_summary	"Transcriptome analysis of mRNA samples from Rb/p53-deficient mouse pineoblastomas"
!Series_overall_design	"We anlayzed 12 Rb/p53-deleted mouse pineoblastoma, 5 Rb/p53-mutated pineoblastoam, 3 Dicer1/p53-deleted pineoblastoma, 3 Rb/Dicer1/p53-deleted pineoblastoma and 3 normal mouse cerebellum using Affymetrix Mouse Gene 1.0 ST Array and Affymetrix Mouse Gene 2.0 ST Array"
!Series_type	"Expression profiling by array"
!Series_contributor	"Philip,E,Chung"
!Series_contributor	"Eldad,,Zacksenhaus"
!Series_sample_id	"GSM3536125 GSM3536126 GSM3536127 GSM3536128 GSM3536129 GSM3536130 GSM3536131 GSM3536132 GSM3536133 GSM3536134 GSM3536135 GSM3536136 GSM3536137 GSM3536138 GSM3536139 GSM3536140 GSM3536141 GSM3536142 GSM3536143 GSM4030288 GSM4030289 GSM4030290 GSM4030291 GSM4030292 GSM4030293 GSM4030294 "
!Series_contact_name	"Eldad,,Zacksenhaus"
!Series_contact_email	"eldad.zacksenhaus@utoronto.ca"
!Series_contact_institute	"University of Toronto"
!Series_contact_address	"67 College St."
!Series_contact_city	"TORONTO"
!Series_contact_state	"ON"
!Series_contact_zip/postal_code	"M5G2M1"
!Series_contact_country	"Canada"
!Series_supplementary_file	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE124nnn/GSE124537/suppl/GSE124537_RAW.tar"
!Series_platform_id	"GPL6246"
!Series_platform_id	"GPL16570"
!Series_platform_taxid	"10090"
!Series_sample_taxid	"10090"
!Series_relation	"BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA512454"
!Sample_title	"Rb/p53-deleted PB 12"	"Dicer1/p53-deleted PB 1"	"Dicer1/p53-deleted PB 2"	"Dicer1/p53-deleted PB 3"	"Rb/Dicer1/p53-deleted PB 1"	"Rb/Dicer1/p53-deleted PB 2"	"Rb/Dicer1/p53-deleted PB 3"
!Sample_geo_accession	"GSM4030288"	"GSM4030289"	"GSM4030290"	"GSM4030291"	"GSM4030292"	"GSM4030293"	"GSM4030294"
!Sample_status	"Public on Aug 14 2019"	"Public on Aug 14 2019"	"Public on Aug 14 2019"	"Public on Aug 14 2019"	"Public on Aug 14 2019"	"Public on Aug 14 2019"	"Public on Aug 14 2019"
!Sample_submission_date	"Aug 13 2019"	"Aug 13 2019"	"Aug 13 2019"	"Aug 13 2019"	"Aug 13 2019"	"Aug 13 2019"	"Aug 13 2019"
!Sample_last_update_date	"Aug 18 2019"	"Aug 18 2019"	"Aug 18 2019"	"Aug 18 2019"	"Aug 18 2019"	"Aug 18 2019"	"Aug 18 2019"
!Sample_type	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"
!Sample_channel_count	"1"	"1"	"1"	"1"	"1"	"1"	"1"
!Sample_source_name_ch1	"Mouse"	"Mouse"	"Mouse"	"Mouse"	"Mouse"	"Mouse"	"Mouse"
!Sample_organism_ch1	"Mus musculus"	"Mus musculus"	"Mus musculus"	"Mus musculus"	"Mus musculus"	"Mus musculus"	"Mus musculus"
!Sample_characteristics_ch1	"tissue: Brain Tumour"	"tissue: Brain Tumour"	"tissue: Brain Tumour"	"tissue: Brain Tumour"	"tissue: Brain Tumour"	"tissue: Brain Tumour"	"tissue: Brain Tumour"
!Sample_molecule_ch1	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"
!Sample_extract_protocol_ch1	"mRNA was extracted from mouse pineoblastoma and normal cerebellum using Trizol"	"mRNA was extracted from mouse pineoblastoma and normal cerebellum using Trizol"	"mRNA was extracted from mouse pineoblastoma and normal cerebellum using Trizol"	"mRNA was extracted from mouse pineoblastoma and normal cerebellum using Trizol"	"mRNA was extracted from mouse pineoblastoma and normal cerebellum using Trizol"	"mRNA was extracted from mouse pineoblastoma and normal cerebellum using Trizol"	"mRNA was extracted from mouse pineoblastoma and normal cerebellum using Trizol"
!Sample_label_ch1	"biotin"	"biotin"	"biotin"	"biotin"	"biotin"	"biotin"	"biotin"
!Sample_label_protocol_ch1	"stamdard Affymetrix protocol"	"stamdard Affymetrix protocol"	"stamdard Affymetrix protocol"	"stamdard Affymetrix protocol"	"stamdard Affymetrix protocol"	"stamdard Affymetrix protocol"	"stamdard Affymetrix protocol"
!Sample_taxid_ch1	"10090"	"10090"	"10090"	"10090"	"10090"	"10090"	"10090"
!Sample_hyb_protocol	"Samples were hybridized with GeneChip Mouse Gene 2.0 ST Arrays (Affymetrix) and scanned at the Sickkids TCAG Facility."	"Samples were hybridized with GeneChip Mouse Gene 2.0 ST Arrays (Affymetrix) and scanned at the Sickkids TCAG Facility."	"Samples were hybridized with GeneChip Mouse Gene 2.0 ST Arrays (Affymetrix) and scanned at the Sickkids TCAG Facility."	"Samples were hybridized with GeneChip Mouse Gene 2.0 ST Arrays (Affymetrix) and scanned at the Sickkids TCAG Facility."	"Samples were hybridized with GeneChip Mouse Gene 2.0 ST Arrays (Affymetrix) and scanned at the Sickkids TCAG Facility."	"Samples were hybridized with GeneChip Mouse Gene 2.0 ST Arrays (Affymetrix) and scanned at the Sickkids TCAG Facility."	"Samples were hybridized with GeneChip Mouse Gene 2.0 ST Arrays (Affymetrix) and scanned at the Sickkids TCAG Facility."
!Sample_scan_protocol	"Array scanning was performed according to the manufacturer's instruction (Affymetrix)"	"Array scanning was performed according to the manufacturer's instruction (Affymetrix)"	"Array scanning was performed according to the manufacturer's instruction (Affymetrix)"	"Array scanning was performed according to the manufacturer's instruction (Affymetrix)"	"Array scanning was performed according to the manufacturer's instruction (Affymetrix)"	"Array scanning was performed according to the manufacturer's instruction (Affymetrix)"	"Array scanning was performed according to the manufacturer's instruction (Affymetrix)"
!Sample_description	"RMA expression value derived from Expression Console software"	"RMA expression value derived from Expression Console software"	"RMA expression value derived from Expression Console software"	"RMA expression value derived from Expression Console software"	"RMA expression value derived from Expression Console software"	"RMA expression value derived from Expression Console software"	"RMA expression value derived from Expression Console software"
!Sample_data_processing	"Data were process using Expression Console"	"Data were process using Expression Console"	"Data were process using Expression Console"	"Data were process using Expression Console"	"Data were process using Expression Console"	"Data were process using Expression Console"	"Data were process using Expression Console"
!Sample_platform_id	"GPL16570"	"GPL16570"	"GPL16570"	"GPL16570"	"GPL16570"	"GPL16570"	"GPL16570"
!Sample_contact_name	"Eldad,,Zacksenhaus"	"Eldad,,Zacksenhaus"	"Eldad,,Zacksenhaus"	"Eldad,,Zacksenhaus"	"Eldad,,Zacksenhaus"	"Eldad,,Zacksenhaus"	"Eldad,,Zacksenhaus"
!Sample_contact_email	"eldad.zacksenhaus@utoronto.ca"	"eldad.zacksenhaus@utoronto.ca"	"eldad.zacksenhaus@utoronto.ca"	"eldad.zacksenhaus@utoronto.ca"	"eldad.zacksenhaus@utoronto.ca"	"eldad.zacksenhaus@utoronto.ca"	"eldad.zacksenhaus@utoronto.ca"
!Sample_contact_institute	"University of Toronto"	"University of Toronto"	"University of Toronto"	"University of Toronto"	"University of Toronto"	"University of Toronto"	"University of Toronto"
!Sample_contact_address	"67 College St."	"67 College St."	"67 College St."	"67 College St."	"67 College St."	"67 College St."	"67 College St."
!Sample_contact_city	"TORONTO"	"TORONTO"	"TORONTO"	"TORONTO"	"TORONTO"	"TORONTO"	"TORONTO"
!Sample_contact_state	"ON"	"ON"	"ON"	"ON"	"ON"	"ON"	"ON"
!Sample_contact_zip/postal_code	"M5G2M1"	"M5G2M1"	"M5G2M1"	"M5G2M1"	"M5G2M1"	"M5G2M1"	"M5G2M1"
!Sample_contact_country	"Canada"	"Canada"	"Canada"	"Canada"	"Canada"	"Canada"	"Canada"
!Sample_supplementary_file	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4030nnn/GSM4030288/suppl/GSM4030288_MoGene2_071119W_EZ02_446.CEL.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4030nnn/GSM4030289/suppl/GSM4030289_MoGene2_071119W_EZ03_530.CEL.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4030nnn/GSM4030290/suppl/GSM4030290_MoGene2_071119W_EZ04_532.CEL.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4030nnn/GSM4030291/suppl/GSM4030291_MoGene2_071119W_EZ05_567.CEL.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4030nnn/GSM4030292/suppl/GSM4030292_MoGene2_071119W_EZ06_583.CEL.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4030nnn/GSM4030293/suppl/GSM4030293_MoGene2_071119W_EZ07_509.CEL.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4030nnn/GSM4030294/suppl/GSM4030294_MoGene2_071119W_EZ08_658.CEL.gz"
!Sample_supplementary_file	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4030nnn/GSM4030288/suppl/GSM4030288_MoGene2_071119W_EZ02_446.rma-gene-full.chp.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4030nnn/GSM4030289/suppl/GSM4030289_MoGene2_071119W_EZ03_530.rma-gene-full.chp.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4030nnn/GSM4030290/suppl/GSM4030290_MoGene2_071119W_EZ04_532.rma-gene-full.chp.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4030nnn/GSM4030291/suppl/GSM4030291_MoGene2_071119W_EZ05_567.rma-gene-full.chp.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4030nnn/GSM4030292/suppl/GSM4030292_MoGene2_071119W_EZ06_583.rma-gene-full.chp.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4030nnn/GSM4030293/suppl/GSM4030293_MoGene2_071119W_EZ07_509.rma-gene-full.chp.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4030nnn/GSM4030294/suppl/GSM4030294_MoGene2_071119W_EZ08_658.rma-gene-full.chp.gz"
!Sample_data_row_count	"41345"	"41345"	"41345"	"41345"	"41345"	"41345"	"41345"
!series_matrix_table_begin
"ID_REF"	"GSM4030288"	"GSM4030289"	"GSM4030290"	"GSM4030291"	"GSM4030292"	"GSM4030293"	"GSM4030294"
17200001	6.88472	7.08425	6.49632	6.75365	6.46293	6.82239	7.37288
17200003	7.24788	6.71678	7.16061	7.09606	6.93334	7.18673	7.26507
17200005	5.91871	5.794	5.14119	5.5975	5.05947	5.725	6.30692
17200007	5.19431	5.14446	4.12856	5.11851	5.76433	5.3912	5.54909
17200009	6.33622	6.44294	6.26112	6.46106	6.4607	6.40679	6.35255
17200011	4.61101	4.81646	4.64642	5.26816	4.68299	5.66563	5.44681
17200013	5.76905	5.37395	5.42815	5.35898	5.06531	5.92805	6.14639
17200015	5.63737	5.67083	5.75305	5.87653	6.03426	6.07375	6.21958
17200017	3.93869	3.55297	1.64714	2.83563	2.9655	2.78798	3.93403
17200019	4.38762	2.83489	4.42674	4.24767	4.1554	4.21231	4.59749
17200021	5.05	4.84599	3.755	4.19263	4.24415	5.45435	4.82704
17200023	6.6846	6.56228	6.7504	6.84743	6.88049	6.71364	6.93886
17200025	4.66616	5.57546	5.48129	4.92654	5.61726	5.1476	5.36244
17200027	6.35407	6.30245	5.98708	6.77287	6.83513	6.06784	5.93803
17200029	4.47843	4.73489	4.89879	4.93556	5.01578	5.36382	5.26321
17200031	3.59405	3.61841	3.79418	3.95295	4.34302	3.96045	3.49318
17200033	3.17809	3.27393	3.6936	3.45628	4.02233	3.43804	3.49809
17200035	3.34962	3.65762	3.17553	3.19485	3.72633	2.88685	4.17914
17200037	4.15101	5.47536	5.51096	5.34464	5.5329	5.81808	5.45937
17200039	3.79526	3.58155	4.57731	4.45208	3.89961	3.50431	4.58817
17200041	5.46269	4.62092	4.46251	4.00571	5.17163	3.45236	4.18575
17200043	3.73113	4.26487	4.43854	4.86867	3.76602	4.28884	4.22039
17200045	5.73417	4.76883	5.03061	3.81128	5.00122	5.21177	5.01788
17200047	1.39236	3.47222	2.52227	3.8828	2.53947	2.26373	2.00777
17200049	5.28556	6.21467	5.54399	5.56349	5.90454	5.87625	5.96052
17200051	5.95647	5.04795	5.41819	4.67888	5.8044	5.65953	5.57895
17200053	4.5426	4.93515	5.50302	4.96866	5.19352	5.00391	5.81605
17200055	4.87534	5.26964	5.45695	4.02325	3.7234	4.60831	4.90737
17200057	5.98744	6.93893	6.44686	6.3407	6.32659	6.63508	6.58173
17200059	5.7915	5.56662	6.05795	5.02631	4.05189	5.71646	5.71278
17200061	3.7905	3.14643	4.16663	4.65522	3.42094	3.0066	3.044
17200063	5.71586	5.48157	6.24563	4.77145	5.35354	6.05465	5.53794
17200065	1.98163	2.23438	2.54392	1.35218	2.57903	1.4831	2.51816
17200067	6.40604	6.70759	6.65275	6.07176	6.49609	6.92328	6.31558
17200069	5.59795	5.55758	5.05044	4.67668	5.63959	5.52896	5.83545
17200071	4.99906	5.44127	5.3111	5.05938	4.63132	5.0924	5.55111
17200073	5.05274	6.12224	6.14149	6.0353	5.93658	5.82425	5.82577
17200075	5.35241	4.79376	6.26542	3.26196	5.6798	5.3578	5.72081
17200077	7.67691	7.71991	7.90461	8.2905	7.7087	7.78506	7.42981
17200079	6.25411	6.01195	6.75218	6.04149	6.32406	6.00751	6.52186
17200081	5.96136	6.36681	6.21256	6.06164	5.71875	5.8278	5.66495
17200083	4.92786	4.89679	4.90557	4.27844	4.76525	4.54165	4.49847
17200085	3.93968	3.08039	4.78939	3.5043	3.82688	4.17402	4.95041
17200087	4.61921	4.19797	5.01845	4.15052	6.05576	4.75887	4.71641
17200089	2.84408	2.18243	2.5113	2.22394	2.15433	2.27103	3.044
17200091	2.53281	1.84299	1.88121	1.93721	3.0724	2.00276	1.63622
17200093	5.41816	5.76172	5.99323	5.54044	5.80309	5.42531	6.018
17200095	5.96654	5.73949	5.4622	5.71844	5.46298	5.63787	5.22279
17200097	5.972	5.54166	5.67128	5.71944	5.13776	5.73397	6.21408
17200099	6.89792	6.50823	6.91777	6.70794	6.55253	6.88783	7.04437
17200101	4.89006	4.42978	4.65654	4.55309	4.84183	4.61506	5.786
17200103	5.26494	4.81116	4.46041	4.82383	4.27406	4.76247	5.39261
17200105	4.45062	5.39636	5.15988	2.64221	5.0569	4.97347	5.00232
17200107	6.46684	5.68142	5.79536	5.49069	6.06526	6.54364	6.16438
17200109	5.05354	5.69841	5.59255	4.31353	5.41116	5.77655	5.69841
17200111	4.60741	4.47912	3.96031	4.55446	4.05546	4.52022	4.59557
17200113	6.71193	6.7698	7.27472	6.63087	6.74565	6.96736	6.90403
17200115	6.9389	7.11568	7.07246	7.13467	7.12288	7.16659	7.02933
17200117	6.89068	7.06622	6.43883	6.86861	6.80485	6.9477	7.26035
17200119	6.09573	5.65522	5.52926	4.94916	5.6247	5.46306	5.62484
17200121	4.89717	5.41362	4.92555	4.8761	4.69544	4.50563	5.68828
17200123	6.4328	5.81135	5.93217	4.67293	5.55587	5.9725	5.72757
17200125	5.29561	4.93148	4.28796	5.15664	3.91344	5.37585	4.95633
17200127	5.97827	6.2488	6.04725	6.97631	5.46059	6.38327	6.09835
17200129	5.38712	5.33454	4.69984	5.53356	5.2153	4.76921	4.9086
17200131	5.96113	5.98754	5.58043	6.34465	5.37603	5.75955	6.28093
17200133	6.29949	6.80239	6.57451	7.67399	6.98013	7.01133	6.66921
17200135	6.11584	6.3276	6.62568	5.93729	6.36127	6.32661	6.43017
17200137	5.94993	5.85957	5.82512	5.75171	5.88405	6.11103	5.84193
17200139	4.5403	4.95513	4.17892	5.24949	3.81883	3.52014	4.29392
17200141	3.46572	3.79088	3.39166	3.88687	2.76484	2.8219	3.33713
17200145	5.2182	4.67494	4.3838	3.60334	4.41784	4.55975	4.68804
17200147	3.37582	3.65328	4.64487	4.25269	4.66743	4.29615	4.55261
17200149	5.1513	4.78417	4.9187	4.76991	5.05377	4.93994	3.57395
17200151	4.76811	4.69218	4.995	4.60867	5.70558	5.19845	5.36428
17200153	5.77483	6.4728	5.53636	5.9144	6.16221	5.57235	6.20831
17200155	3.68733	2.90372	3.35284	3.91718	2.62995	3.93725	2.32022
17200157	4.63638	4.50163	4.88191	3.89083	5.31231	5.06486	5.66956
17200159	5.97397	5.86889	5.83077	5.71364	5.36543	6.02924	5.83131
17200161	3.21779	4.23974	4.96937	4.39985	2.54789	4.77956	4.2154
17200163	2.24627	2.66554	2.10942	1.54294	2.55935	1.4948	2.51816
17200165	1.25202	2.60454	2.20537	3.43992	2.98927	3.72251	3.57265
17200167	2.24627	1.64384	3.40753	5.15186	5.9525	4.31672	5.2827
17200169	4.17721	3.39953	2.72366	4.05965	4.60703	3.42112	2.89426
17200171	5.28902	4.96819	4.95134	5.12577	5.17211	5.19512	4.27921
17200173	4.84178	5.44136	4.632	5.0133	4.62261	3.88892	3.83018
17200175	6.78828	7.10743	6.48141	6.81827	7.30042	7.23628	6.65785
17200177	5.9863	6.20107	5.91163	5.88952	6.40096	6.27467	6.11698
17200179	5.66199	4.91505	5.62324	4.51454	6.32239	5.60743	5.2815
17200181	6.07562	5.48584	6.03569	5.80772	5.84428	5.87255	5.96658
17200183	5.03403	5.75474	4.87412	5.31854	5.83911	5.68796	5.3245
17200185	5.64442	6.28641	5.9821	6.26313	6.39762	6.26355	6.48657
17200187	5.70668	5.24663	5.03381	5.47382	5.89041	5.84983	5.0264
17200189	5.78894	6.00736	5.2102	5.81492	6.27214	5.764	5.04184
17200191	6.19794	6.02058	5.25443	5.92111	6.33186	6.8781	6.21748
17200193	5.59176	5.46447	4.94496	6.16065	5.02911	6.03366	4.99967
17200195	4.87508	5.83813	5.85541	5.60946	5.49699	6.33198	5.75353
17200197	3.40613	4.32499	4.01217	3.85132	4.13982	4.5531	3.83157
17200199	5.53279	6.04724	5.39057	5.78539	5.97005	6.31828	5.90592
17200201	4.4784	3.44248	3.51165	5.20736	5.10782	5.53002	4.97247
17200203	4.08667	4.25533	4.39733	4.82331	4.16566	4.11517	4.14103
17200205	5.32894	4.03846	4.41207	4.87372	5.73281	5.89342	5.11297
17200207	6.90677	6.46787	6.36705	6.58018	7.5098	7.15621	7.18024
17200209	5.34187	5.33967	4.84695	5.91359	5.35385	5.72281	5.22725
17200211	3.62633	4.16271	4.63499	2.81673	3.42171	4.63344	3.11035
17200213	5.23034	5.47832	5.73617	5.69202	5.77663	6.22292	5.85391
17200215	6.77446	6.17757	6.21487	6.37581	6.73431	6.99978	6.71009
17200217	1.32219	2.34057	2.98791	2.57403	2.21195	2.24626	1.49515
17200219	4.92079	5.02923	5.34678	5.92901	5.96827	5.47407	5.05346
17200221	5.52398	5.96434	5.81883	5.05953	6.49768	5.34913	5.50959
17200223	4.80649	3.48297	3.70045	3.92223	4.37234	3.22168	3.90714
17200225	5.87791	5.26825	5.07738	5.57897	5.48967	5.42335	4.93038
17200227	5.86165	5.17685	5.74187	5.64069	6.72471	6.05747	4.90149
17200229	5.82916	5.21502	6.0491	6.12479	6.82469	5.57379	5.68195
17200231	5.10406	4.06836	4.61192	4.46697	4.95743	4.94888	4.16783
17200233	6.94736	6.92872	6.88211	7.39353	7.71618	7.27461	7.12085
17200235	5.74817	5.88689	5.68168	6.89102	7.05456	6.20604	5.59794
17200237	7.32951	7.05547	7.40329	7.72165	8.18424	7.6813	7.11672
17200239	5.80671	5.70744	5.73421	6.23428	7.05803	6.2678	5.13918
17200241	5.54749	5.60576	5.81705	5.44096	7.08749	5.97123	5.52432
17200243	5.52495	4.55922	4.93792	4.63419	4.58945	4.50836	4.11674
17200245	4.62082	3.15632	4.68506	4.6257	5.39419	4.14129	4.63292
17200247	5.81772	5.01349	5.61448	6.00234	6.46086	5.80023	5.20888
17200249	4.05607	3.94071	3.51574	3.9999	4.33323	4.09965	4.08597
17200251	4.72977	4.58842	4.53432	5.05997	5.45299	5.56095	4.69969
17200253	8.26024	7.59435	7.82805	8.07027	8.7307	7.66865	7.39996
17200255	5.99416	5.10693	5.46045	5.24396	5.86311	5.73226	4.85629
17200257	7.29568	6.62047	6.44491	6.35387	6.54419	6.86182	6.7117
17200259	5.70233	4.15128	3.87887	4.44499	4.36864	5.4092	4.49652
17200261	4.93549	3.30125	4.05164	3.7919	4.80349	4.52483	3.32724
17200263	6.01255	4.86923	5.77189	5.82999	6.6189	6.30785	5.36435
17200265	3.4221	3.21786	3.10276	3.13266	4.22869	3.8259	2.37991
17200267	2.50638	1.31187	2.1736	2.81959	1.92218	2.22982	1.98251
17200269	5.01905	4.88729	4.70459	4.75631	4.48096	4.84486	4.41624
17200271	5.39139	5.25646	5.60255	5.39216	5.24861	4.55264	6.08226
17200273	2.73559	2.54199	3.01346	2.65445	2.76114	3.20723	2.68
17200275	3.53623	1.57423	2.9957	3.97902	3.89336	3.04222	3.95762
